"","week.day","hour","Leeds.trains","Leeds.av.delay","Sheffield.trains","Sheffield.av.delay","Nottingham.trains","Nottingham.av.delay","arrival.to","arrival.time","arrival.schedule","delay.secs","train_code"
"1802","Friday",9,45,1.5,17,3,14,1,"NTNG","10:01:17","09:58:00",197,"1Y13"
"1803","Friday",10,43,0,23,0,14,0,"NTNG","10:56:20","10:58:00",-100,"1Y17"
"1804","Friday",15,39,0,23,1,14,0,"NTNG","15:53:09","15:58:00",-291,"1Y37"
"1805","Monday",8,37,2,22,1.5,12,0,"NTNG","08:59:59","08:58:00",119,"1Y09"
"1806","Monday",10,42,0,23,0,14,0,"NTNG","11:00:02","10:58:00",122,"1Y17"
"1807","Friday",14,38,0.5,24,0,14,0,"NTNG","14:54:05","14:58:00",-235,"1Y33"
"1808","Tuesday",19,42,1,23,1,13,0,"NTNG","20:23:28","19:58:00",1528,"1Y53"
"1809","Thursday",14,39,0.5,23,0.5,14,0,"NTNG","14:56:55","14:58:00",-65,"1Y33"
"1810","Monday",15,38,0.5,22,0,14,0,"NTNG","15:52:26","15:58:00",-334,"1Y37"
"1811","Wednesday",14,36,1.25,21,1.5,14,0.25,"NTNG","15:14:54","14:58:00",1014,"1Y33"
"1812","Sunday",12,23,0,12,0,9,0,"NTNG","12:56:09","12:58:00",-111,"1Y25"
"1813","Tuesday",15,41,0,22,0,14,0,"NTNG","15:55:02","15:58:00",-178,"1Y37"
"1814","Sunday",16,24,0.25,20,0,8,0,"NTNG","16:54:41","16:58:00",-199,"1Y41"
"1815","Friday",17,43,0.5,22,0.75,15,0,"NTNG","17:54:12","17:58:00",-228,"1Y45"
"1816","Wednesday",8,41,0,21,0,13,0,"NTNG","08:57:59","08:58:00",-1,"1Y09"
"1817","Monday",12,28,0,23,1,14,0,"NTNG","12:59:13","12:58:00",73,"1Y25"
"1818","Sunday",15,25,0,16,-0.5,7,0,"NTNG","15:57:15","15:58:00",-45,"1Y37"
"1819","Wednesday",13,40,0,24,0.75,14,0,"NTNG","13:57:18","13:58:00",-42,"1Y29"
"1820","Monday",20,38,0,20,0,10,0,"NTNG","20:52:23","20:58:00",-337,"1Y57"
"1821","Friday",10,41,0,28,0,12,0,"NTNG","10:53:40","10:58:00",-260,"1Y17"
"1822","Friday",19,44,1.5,21,1.5,13,0,"NTNG","19:54:08","19:58:00",-232,"1Y53"
"1823","Thursday",15,37,0,24,0,14,0,"NTNG","15:52:58","15:58:00",-302,"1Y37"
"1824","Monday",12,37,0,23,0,14,0,"NTNG","12:54:12","12:58:00",-228,"1Y25"
"1825","Tuesday",10,41,0,24,0,12,0,"NTNG","10:52:47","10:58:00",-313,"1Y17"
"1826","Saturday",17,36,0,23,1,10,0.75,"NTNG","17:55:19","17:58:00",-161,"1Y45"
"1827","Saturday",11,32,0,24,0,13,0,"NTNG","11:53:47","11:58:00",-253,"1Y21"
"1828","Sunday",15,25,0,17,0,7,0,"NTNG","15:59:35","15:58:00",95,"1Y37"
"1829","Thursday",12,41,0.5,21,0,14,0,"NTNG","12:56:47","12:58:00",-73,"1Y25"
"1830","Sunday",13,23,0,10,0,4,0,"NTNG","13:55:35","13:58:00",-145,"1Y29"
"1831","Saturday",11,36,0,23,0.5,13,0,"NTNG","11:57:23","11:58:00",-37,"1Y21"
"1832","Tuesday",13,40,0,25,0.5,14,0,"NTNG","13:58:34","13:58:00",34,"1Y29"
"1833","Thursday",18,44,0,22,1.25,14,0,"NTNG","19:00:18","18:58:00",138,"1Y49"
"1834","Wednesday",19,41,0,25,0,13,0,"NTNG","19:54:29","19:58:00",-211,"1Y53"
"1835","Tuesday",13,42,0,22,0,14,0,"NTNG","13:52:21","13:58:00",-339,"1Y29"
"1836","Saturday",17,39,0,22,0.5,15,0,"NTNG","17:55:08","17:58:00",-172,"1Y45"
"1837","Saturday",14,39,0,18,0,14,0,"NTNG","14:54:55","14:58:00",-185,"1Y33"
"1838","Friday",15,37,0,24,1.75,14,0,"NTNG","15:55:33","15:58:00",-147,"1Y37"
"1839","Tuesday",8,38,0,22,0.25,13,0,"NTNG","09:03:26","08:58:00",326,"1Y09"
"1840","Friday",9,39,1.5,22,1,13,0,"NTNG","09:55:03","09:58:00",-177,"1Y13"
"1841","Saturday",13,39,0.5,24,1.5,14,0,"NTNG","13:53:15","13:58:00",-285,"1Y29"
"1842","Monday",11,41,1,22,0,14,0,"NTNG","11:52:54","11:58:00",-306,"1Y21"
"1843","Monday",15,36,0,24,0,14,0,"NTNG","15:53:17","15:58:00",-283,"1Y37"
"1844","Saturday",14,38,0,23,0,13,0,"NTNG","14:56:01","14:58:00",-119,"1Y33"
"1845","Friday",20,37,0,22,0.5,11,0,"NTNG","20:52:08","20:58:00",-352,"1Y57"
"1846","Tuesday",18,45,3,22,3.75,14,0.5,"NTNG","19:03:15","18:58:00",315,"1Y49"
"1847","Monday",14,39,0,20,0,14,0,"NTNG","14:52:21","14:58:00",-339,"1Y33"
"1848","Wednesday",7,33,0,17,0,11,0,"NTNG","07:54:36","07:58:00",-204,"1Y05"
"1849","Friday",15,38,0,21,0,15,0,"NTNG","15:58:10","15:58:00",10,"1Y37"
"1850","Thursday",16,39,0,22,0,14,0,"NTNG","16:53:26","16:58:00",-274,"1Y41"
"1851","Sunday",20,24,0,12,2.5,4,0,"NTNG","20:57:13","20:58:00",-47,"1Y57"
"1852","Thursday",15,37,0,26,1.25,14,0,"NTNG","15:54:42","15:58:00",-198,"1Y37"
"1853","Monday",13,38,1.5,23,1.5,14,0,"NTNG","13:57:24","13:58:00",-36,"1Y29"
"1854","Monday",9,43,2.5,21,0.5,14,0,"NTNG","10:09:20","09:58:00",680,"1Y13"
"1855","Monday",11,39,0.5,22,1,15,0,"NTNG","11:58:23","11:58:00",23,"1Y21"
"1856","Monday",20,38,6,23,5,12,1.75,"NTNG","21:07:28","20:58:00",568,"1Y57"
"1857","Saturday",14,36,0,22,1.25,14,0,"NTNG","14:55:21","14:58:00",-159,"1Y33"
"1858","Sunday",16,23,0,20,0.25,8,0,"NTNG","16:58:10","16:58:00",10,"1Y41"
"1859","Wednesday",17,39,0,25,1.5,15,0,"NTNG","17:54:20","17:58:00",-220,"1Y45"
"1860","Saturday",20,32,3.5,19,2.5,11,1.5,"NTNG","21:01:18","20:58:00",198,"1Y57"
"1861","Thursday",19,43,0,18,0.5,12,0,"NTNG","19:54:05","19:58:00",-235,"1Y53"
"1862","Tuesday",13,43,0,24,0.25,13,0,"NTNG","14:02:42","13:58:00",282,"1Y29"
"1863","Tuesday",13,39,0,24,0,12,-0.25,"NTNG","13:54:22","13:58:00",-218,"1Y29"
"1864","Friday",17,45,2.5,20,0.75,15,0,"NTNG","18:25:48","17:58:00",1668,"1Y45"
"1865","Friday",20,38,2.75,25,2,12,0,"NTNG","20:57:46","20:58:00",-14,"1Y57"
"1866","Sunday",18,28,0,17,0,7,0,"NTNG","18:56:54","18:58:00",-66,"1Y49"
"1867","Thursday",20,35,0,23,0,9,0,"NTNG","21:07:54","20:58:00",594,"1Y57"
"1868","Wednesday",20,41,2,21,0,11,0,"NTNG","20:57:18","20:58:00",-42,"1Y57"
"1869","Wednesday",11,41,0.5,24,1.5,13,0,"NTNG","11:55:28","11:58:00",-152,"1Y21"
"1870","Wednesday",15,37,2,23,2,14,0,"NTNG","16:09:39","15:58:00",699,"1Y37"
"1871","Monday",12,39,0,26,1.5,13,0,"NTNG","12:59:53","12:58:00",113,"1Y25"
"1872","Saturday",12,30,0,22,0,13,0,"NTNG","12:51:49","12:58:00",-371,"1Y25"
"1873","Wednesday",13,41,0,27,0.5,14,0,"NTNG","13:59:11","13:58:00",71,"1Y29"
"1874","Sunday",18,28,0.5,17,0,8,0,"NTNG","18:54:12","18:58:00",-228,"1Y49"
"1875","Sunday",16,24,0.5,19,3,6,0,"NTNG","16:56:29","16:58:00",-91,"1Y41"
"1876","Thursday",11,40,0.5,21,1,14,0,"NTNG","11:55:42","11:58:00",-138,"1Y21"
"1877","Tuesday",15,38,0,22,0,13,0,"NTNG","15:57:04","15:58:00",-56,"1Y37"
"1878","Saturday",13,39,0.5,25,2.5,12,0.75,"NTNG","13:56:01","13:58:00",-119,"1Y29"
"1879","Friday",9,41,0,22,0,15,0,"NTNG","09:53:46","09:58:00",-254,"1Y13"
"1880","Thursday",11,42,0.75,22,0,13,0,"NTNG","11:55:54","11:58:00",-126,"1Y21"
"1881","Wednesday",15,37,0,25,0,14,0,"NTNG","15:54:02","15:58:00",-238,"1Y37"
"1882","Tuesday",8,39,0.5,21,0,13,0,"NTNG","08:56:19","08:58:00",-101,"1Y09"
"1883","Friday",7,31,0.5,17,0,11,0,"NTNG","07:52:57","07:58:00",-303,"1Y05"
"1884","Friday",20,36,6.75,25,5.5,10,0.5,"NTNG","21:20:18","20:58:00",1338,"1Y57"
"1885","Saturday",17,38,0,23,0.5,13,0,"NTNG","17:54:11","17:58:00",-229,"1Y45"
"1886","Friday",19,44,0.75,22,2.5,11,0,"NTNG","19:54:57","19:58:00",-183,"1Y53"
"1887","Saturday",20,34,0,22,0,11,0,"NTNG","20:55:39","20:58:00",-141,"1Y57"
"1888","Saturday",12,28,0,23,0,13,0,"NTNG","12:55:33","12:58:00",-147,"1Y25"
"1889","Tuesday",20,39,0,22,0.5,10,0.25,"NTNG","20:54:04","20:58:00",-236,"1Y57"
"1890","Thursday",18,45,0.5,23,0.5,14,0,"NTNG","18:51:59","18:58:00",-361,"1Y49"
"1891","Monday",10,39,0,24,0,14,0.5,"NTNG","10:55:42","10:58:00",-138,"1Y17"
"1892","Friday",11,37,0.5,22,0,14,0,"NTNG","11:54:29","11:58:00",-211,"1Y21"
"1893","Saturday",9,38,0,24,0,14,0,"NTNG","09:52:49","09:58:00",-311,"1Y13"
"1894","Friday",17,42,0.5,23,1.5,15,0,"NTNG","17:55:31","17:58:00",-149,"1Y45"
"1895","Monday",20,39,0,22,0,11,0,"NTNG","20:52:24","20:58:00",-336,"1Y57"
"1896","Friday",10,43,0,23,0,14,0,"NTNG","11:05:15","10:58:00",435,"1Y17"
"1897","Friday",10,43,3.5,22,1.5,14,1.5,"NTNG","11:00:04","10:58:00",124,"1Y17"
"1898","Wednesday",14,36,0,20,0,14,0,"NTNG","15:00:06","14:58:00",126,"1Y33"
"1899","Sunday",12,24,0,13,0,9,0,"NTNG","12:55:26","12:58:00",-154,"1Y25"
"1900","Thursday",20,41,6.5,23,7.5,11,0,"NTNG","21:18:20","20:58:00",1220,"1Y57"
"1901","Wednesday",7,32,0,18,0,11,0,"NTNG","07:52:48","07:58:00",-312,"1Y05"
"1902","Sunday",10,21,0,9,0,4,0,"NTNG","10:53:42","10:58:00",-258,"1Y17"
"1903","Thursday",7,32,0,19,0,11,0,"NTNG","07:53:36","07:58:00",-264,"1Y05"
"1904","Thursday",16,37,0.5,21,0,14,0,"NTNG","16:53:39","16:58:00",-261,"1Y41"
"1905","Thursday",7,32,0,18,0,11,0,"NTNG","07:53:39","07:58:00",-261,"1Y05"
"1906","Wednesday",13,39,0,23,0.5,14,0,"NTNG","13:53:49","13:58:00",-251,"1Y29"
"1907","Wednesday",8,39,0,22,0,12,0,"NTNG","08:55:29","08:58:00",-151,"1Y09"
"1908","Tuesday",16,39,0.5,17,0,14,0,"NTNG","16:57:47","16:58:00",-13,"1Y41"
"1909","Sunday",11,25,0,11,0,3,0,"NTNG","11:51:53","11:58:00",-367,"1Y21"
"1910","Saturday",10,36,0,25,0,12,0,"NTNG","10:56:04","10:58:00",-116,"1Y17"
"1911","Wednesday",20,38,0,24,0,10,0,"NTNG","20:54:36","20:58:00",-204,"1Y57"
"1912","Thursday",14,34,0,24,0,13,0,"NTNG","14:55:08","14:58:00",-172,"1Y33"
"1913","Thursday",15,38,0,23,0,14,0,"NTNG","15:55:09","15:58:00",-171,"1Y37"
"1914","Saturday",14,37,1,24,0.5,13,0.5,"NTNG","14:59:05","14:58:00",65,"1Y33"
"1915","Tuesday",12,40,0,23,0,14,0,"NTNG","12:53:29","12:58:00",-271,"1Y25"
"1916","Friday",16,37,0,21,0.5,15,0,"NTNG","16:53:31","16:58:00",-269,"1Y41"
"1917","Thursday",19,46,0,23,0,13,0,"NTNG","19:52:15","19:58:00",-345,"1Y53"
"1918","Sunday",16,20,0.75,18,0.5,8,0,"NTNG","17:04:23","16:58:00",383,"1Y41"
"1919","Saturday",13,39,0,24,1,13,0,"NTNG","13:58:44","13:58:00",44,"1Y29"
"1920","Tuesday",18,44,0,23,0,14,0,"NTNG","18:52:18","18:58:00",-342,"1Y49"
"1921","Friday",7,33,0,19,0,11,0,"NTNG","07:53:58","07:58:00",-242,"1Y05"
"1922","Tuesday",9,38,2.75,20,1,12,0,"NTNG","10:05:45","09:58:00",465,"1Y13"
"1923","Monday",10,43,0.5,23,0,13,0,"NTNG","10:52:57","10:58:00",-303,"1Y17"
"1924","Wednesday",14,38,0.75,22,0.75,13,0,"NTNG","14:54:48","14:58:00",-192,"1Y33"
"1925","Sunday",13,16,0,13,0,6,0,"NTNG","13:56:31","13:58:00",-89,"1Y29"
"1926","Thursday",19,41,0,25,0.5,12,0,"NTNG","20:02:59","19:58:00",299,"1Y53"
"1927","Monday",14,38,1.25,23,1,14,0,"NTNG","14:52:36","14:58:00",-324,"1Y33"
"1928","Sunday",15,27,0,16,0.75,8,0.5,"NTNG","15:54:44","15:58:00",-196,"1Y37"
"1929","Thursday",17,41,0,21,0,15,0,"NTNG","17:55:28","17:58:00",-152,"1Y45"
"1930","Tuesday",8,40,0,19,0,15,0,"NTNG","08:57:58","08:58:00",-2,"1Y09"
"1931","Sunday",16,23,0,20,0,8,0,"NTNG","16:55:23","16:58:00",-157,"1Y41"
"1932","Friday",10,43,2,24,0,14,0,"NTNG","10:54:29","10:58:00",-211,"1Y17"
"1933","Saturday",19,29,1,22,0.5,12,0.25,"NTNG","19:54:19","19:58:00",-221,"1Y53"
"1934","Monday",15,36,0,24,0.25,14,0,"NTNG","16:13:33","15:58:00",933,"1Y37"
"1935","Monday",13,41,0,21,0,14,0,"NTNG","13:52:53","13:58:00",-307,"1Y29"
"1936","Thursday",13,40,0,26,1,9,0,"NTNG","13:55:21","13:58:00",-159,"1Y29"
"1937","Tuesday",14,36,0,22,2,14,0,"NTNG","14:55:09","14:58:00",-171,"1Y33"
"1938","Wednesday",8,39,0,20,0,14,0,"NTNG","08:59:15","08:58:00",75,"1Y09"
"1939","Sunday",16,24,0.5,18,0,6,0,"NTNG","16:55:35","16:58:00",-145,"1Y41"
"1940","Friday",8,38,0,21,0,14,0,"NTNG","08:57:20","08:58:00",-40,"1Y09"
"1941","Saturday",10,35,1,22,0.5,13,0,"NTNG","10:54:26","10:58:00",-214,"1Y17"
"1942","Sunday",14,24,0,16,0,8,0,"NTNG","15:10:21","14:58:00",741,"1Y33"
"1943","Monday",19,42,6,23,2.5,13,1.5,"NTNG","19:57:36","19:58:00",-24,"1Y53"
"1944","Wednesday",16,39,0,22,0.5,14,0,"NTNG","16:53:23","16:58:00",-277,"1Y41"
"1945","Saturday",12,34,0.5,22,0.25,13,0,"NTNG","12:58:46","12:58:00",46,"1Y25"
"1946","Sunday",12,24,0,12,-0.5,5,2,"NTNG","13:03:29","12:58:00",329,"1Y25"
"1947","Sunday",10,13,0,10,0,4,0,"NTNG","10:55:57","10:58:00",-123,"1Y17"
"1948","Monday",15,37,0,24,0.75,14,0,"NTNG","15:53:48","15:58:00",-252,"1Y37"
"1949","Wednesday",11,42,0,22,0,15,0,"NTNG","11:53:49","11:58:00",-251,"1Y21"
"1950","Tuesday",8,38,0.25,22,0.75,13,0,"NTNG","09:01:12","08:58:00",192,"1Y09"
"1951","Saturday",12,33,1.5,21,1,13,0.5,"NTNG","12:57:32","12:58:00",-28,"1Y25"
"1952","Tuesday",19,40,1.5,25,0,12,0,"NTNG","19:59:29","19:58:00",89,"1Y53"
"1953","Saturday",20,36,0,20,0,10,0,"NTNG","20:52:35","20:58:00",-325,"1Y57"
"1954","Thursday",16,28,0.5,21,0.5,14,0,"NTNG","16:53:46","16:58:00",-254,"1Y41"
"1955","Thursday",15,39,0,23,0,14,0,"NTNG","15:52:31","15:58:00",-329,"1Y37"
"1956","Saturday",19,40,0,22,0,12,0,"NTNG","19:55:15","19:58:00",-165,"1Y53"
"1957","Saturday",9,39,0,24,0,12,0,"NTNG","09:53:12","09:58:00",-288,"1Y13"
"1958","Monday",12,39,0,23,0,13,0,"NTNG","12:59:51","12:58:00",111,"1Y25"
"1959","Friday",12,37,0,24,1,14,0,"NTNG","12:55:06","12:58:00",-174,"1Y25"
"1960","Wednesday",17,42,0,23,0,15,0,"NTNG","17:55:29","17:58:00",-151,"1Y45"
"1961","Wednesday",17,37,3,17,2.5,14,0,"NTNG","18:19:28","17:58:00",1288,"1Y45"
"1962","Friday",8,40,0.25,20,0,14,0,"NTNG","08:54:59","08:58:00",-181,"1Y09"
"1963","Thursday",20,37,0,19,0,11,1,"NTNG","20:54:32","20:58:00",-208,"1Y57"
"1964","Wednesday",14,39,0,22,0,13,0,"NTNG","14:53:57","14:58:00",-243,"1Y33"
"1965","Tuesday",17,42,2.25,20,2,15,0,"NTNG","18:09:25","17:58:00",685,"1Y45"
"1966","Wednesday",9,43,1,21,0,14,0,"NTNG","09:53:37","09:58:00",-263,"1Y13"
"1967","Wednesday",19,42,0.25,23,0,13,0,"NTNG","19:58:04","19:58:00",4,"1Y53"
"1968","Saturday",11,35,0,22,0.25,13,0,"NTNG","11:52:56","11:58:00",-304,"1Y21"
"1969","Tuesday",7,31,0,16,0,11,0,"NTNG","07:58:41","07:58:00",41,"1Y05"
"1970","Monday",10,41,0,22,0,14,0,"NTNG","10:52:44","10:58:00",-316,"1Y17"
"1971","Monday",15,37,0,20,0.5,14,0.5,"NTNG","15:55:04","15:58:00",-176,"1Y37"
"1972","Tuesday",20,37,1,23,0,11,0,"NTNG","20:54:12","20:58:00",-228,"1Y57"
"1973","Sunday",12,23,0.5,13,1,7,0,"NTNG","12:55:07","12:58:00",-173,"1Y25"
"1974","Friday",8,39,1,23,0.5,13,0,"NTNG","08:56:20","08:58:00",-100,"1Y09"
"1975","Sunday",19,26,2,14,0,10,0,"NTNG","20:00:53","19:58:00",173,"1M01"
"1976","Wednesday",17,43,0,24,0,14,0,"NTNG","17:56:48","17:58:00",-72,"1Y45"
"1977","Saturday",16,36,1,24,4,13,0,"NTNG","16:56:45","16:58:00",-75,"1Y41"
"1978","Friday",10,42,0.5,12,0,14,0,"NTNG","10:53:58","10:58:00",-242,"1Y17"
"1979","Sunday",13,25,0,11,0,4,0,"NTNG","14:03:15","13:58:00",315,"1Y29"
"1980","Monday",16,37,0,19,0,14,0,"NTNG","16:57:02","16:58:00",-58,"1Y41"
"1981","Monday",11,37,0.5,20,0.25,12,0,"NTNG","11:56:54","11:58:00",-66,"1Y21"
"1982","Saturday",8,36,0,19,0.5,11,0,"NTNG","09:02:06","08:58:00",246,"1Y09"
"1983","Friday",15,40,1,23,2,14,0,"NTNG","15:59:22","15:58:00",82,"1Y37"
"1984","Tuesday",19,44,0.5,24,1.5,12,0,"NTNG","20:22:53","19:58:00",1493,"1Y53"
"1985","Wednesday",19,40,1,25,3,13,0,"NTNG","19:53:42","19:58:00",-258,"1Y53"
"1986","Tuesday",18,44,0,24,0,13,0,"NTNG","18:56:53","18:58:00",-67,"1Y49"
"1987","Thursday",19,42,2,22,0.25,13,1,"NTNG","19:55:40","19:58:00",-140,"1Y53"
"1988","Wednesday",17,43,0,22,0,15,0,"NTNG","18:14:27","17:58:00",987,"1Y45"
"1989","Thursday",16,37,0,23,3,14,0,"NTNG","17:04:06","16:58:00",366,"1Y41"
"1990","Saturday",17,35,0,25,1.5,13,0,"NTNG","17:55:58","17:58:00",-122,"1Y45"
"1991","Tuesday",13,37,0,23,0,14,0,"NTNG","13:54:19","13:58:00",-221,"1Y29"
"1992","Sunday",18,21,1,19,1.5,8,0,"NTNG","18:57:28","18:58:00",-32,"1Y49"
"1993","Sunday",10,19,0,8,0,6,0,"NTNG","10:55:12","10:58:00",-168,"1Y17"
"1994","Sunday",13,26,0.25,16,0,5,0,"NTNG","14:02:58","13:58:00",298,"1Y29"
"1995","Monday",17,45,0,24,0,15,0,"NTNG","17:56:14","17:58:00",-106,"1Y45"
"1996","Friday",17,40,1.5,23,3,15,0,"NTNG","18:00:17","17:58:00",137,"1Y45"
"1997","Friday",15,38,0.5,23,2.5,13,0,"NTNG","15:56:53","15:58:00",-67,"1Y37"
"1998","Monday",19,42,0,26,0.25,14,0,"NTNG","20:06:11","19:58:00",491,"1Y53"
"1999","Monday",15,37,1,23,1.5,14,0,"NTNG","15:54:51","15:58:00",-189,"1Y37"
"11000","Thursday",18,44,0.5,23,0,16,0,"NTNG","18:54:44","18:58:00",-196,"1Y49"
"11001","Sunday",19,23,0.5,17,0,10,0,"NTNG","19:55:30","19:58:00",-150,"1M01"
"11002","Friday",12,37,1,23,1,14,0,"NTNG","12:54:03","12:58:00",-237,"1Y25"
"11003","Wednesday",15,40,0,24,1,14,0,"NTNG","15:52:58","15:58:00",-302,"1Y37"
"11004","Wednesday",12,37,0,23,0,14,0,"NTNG","12:52:41","12:58:00",-319,"1Y25"
"11005","Friday",16,37,0,22,0,14,0,"NTNG","16:52:42","16:58:00",-318,"1Y41"
"11006","Tuesday",12,39,2.5,24,2,14,0,"NTNG","12:55:28","12:58:00",-152,"1Y25"
"11007","Tuesday",9,43,0,23,0.5,13,0,"NTNG","09:53:45","09:58:00",-255,"1Y13"
"11008","Monday",13,43,0.5,22,0,13,0,"NTNG","13:55:18","13:58:00",-162,"1Y29"
"11009","Wednesday",9,45,0,21,0,13,0,"NTNG","09:53:09","09:58:00",-291,"1Y13"
"11010","Monday",8,39,0,23,0.5,12,0,"NTNG","08:57:32","08:58:00",-28,"1Y09"
"11011","Thursday",14,39,2.5,22,0.75,14,0,"NTNG","14:52:45","14:58:00",-315,"1Y33"
"11012","Sunday",11,27,0,12,0,3,0,"NTNG","11:53:53","11:58:00",-247,"1Y21"
"11013","Friday",17,44,1.5,23,3,15,0,"NTNG","18:04:49","17:58:00",409,"1Y45"
"11014","Tuesday",16,40,0,21,0,14,0,"NTNG","16:53:46","16:58:00",-254,"1Y41"
"11015","Thursday",12,39,1,22,1.5,13,0,"NTNG","12:58:47","12:58:00",47,"1Y25"
"11016","Friday",12,38,0,22,0.5,14,0,"NTNG","12:54:28","12:58:00",-212,"1Y25"
"11017","Friday",11,41,0,24,0.75,14,0,"NTNG","11:53:38","11:58:00",-262,"1Y21"
"11018","Monday",14,30,1.5,24,0.5,14,0,"NTNG","14:53:10","14:58:00",-290,"1Y33"
"11019","Tuesday",13,41,0.5,25,1.5,15,0,"NTNG","13:53:23","13:58:00",-277,"1Y29"
"11020","Saturday",9,41,0,23,0,13,0,"NTNG","09:54:14","09:58:00",-226,"1Y13"
"11021","Monday",13,39,0,26,2.75,14,0,"NTNG","13:54:03","13:58:00",-237,"1Y29"
"11022","Friday",20,39,0,22,0.75,11,0,"NTNG","20:53:49","20:58:00",-251,"1Y57"
"11023","Wednesday",17,42,0,24,0,15,0,"NTNG","18:03:16","17:58:00",316,"1Y45"
"11024","Tuesday",17,34,5.5,21,1.5,15,0,"NTNG","17:59:40","17:58:00",100,"1Y45"
"11025","Wednesday",10,40,0,23,0,13,0,"NTNG","10:52:58","10:58:00",-302,"1Y17"
"11026","Monday",20,41,0.5,24,0.5,11,0,"NTNG","21:02:23","20:58:00",263,"1Y57"
"11027","Saturday",8,37,0,20,0,11,0,"NTNG","08:54:39","08:58:00",-201,"1Y09"
"11028","Friday",12,39,0,21,0,14,0,"NTNG","12:59:10","12:58:00",70,"1Y25"
"11029","Saturday",14,37,0,25,3,11,0,"NTNG","15:00:28","14:58:00",148,"1Y33"
"11030","Thursday",13,40,0,25,0,14,0,"NTNG","13:57:16","13:58:00",-44,"1Y29"
"11031","Friday",16,38,0,21,0.5,14,0,"NTNG","16:55:44","16:58:00",-136,"1Y41"
"11032","Monday",18,43,0.5,22,1,15,0,"NTNG","18:55:47","18:58:00",-133,"1Y49"
"11033","Friday",14,35,1.5,21,4,14,0,"NTNG","14:53:47","14:58:00",-253,"1Y33"
"11034","Saturday",16,33,0,23,0,13,0,"NTNG","16:56:36","16:58:00",-84,"1Y41"
"11035","Friday",10,42,0,23,0.5,12,0,"NTNG","10:54:51","10:58:00",-189,"1Y17"
"11036","Sunday",18,25,0,20,0,7,0,"NTNG","18:56:31","18:58:00",-89,"1Y49"
"11037","Friday",8,36,0.5,21,1,13,0,"NTNG","08:57:33","08:58:00",-27,"1Y09"
"11038","Monday",20,29,1,21,2,10,0,"NTNG","20:55:05","20:58:00",-175,"1Y57"
"11039","Monday",15,26,0.75,23,1.5,14,0,"NTNG","15:54:24","15:58:00",-216,"1Y37"
"11040","Monday",11,40,0,24,0,15,0,"NTNG","11:53:08","11:58:00",-292,"1Y21"
"11041","Monday",9,43,4,21,0.5,15,0,"NTNG","09:54:38","09:58:00",-202,"1Y13"
"11042","Tuesday",20,39,0.5,26,0.75,10,0.25,"NTNG","20:53:49","20:58:00",-251,"1Y57"
"11043","Monday",12,40,0,21,0,14,0,"NTNG","12:58:25","12:58:00",25,"1Y25"
"11044","Thursday",12,36,0,22,0,14,0,"NTNG","12:53:09","12:58:00",-291,"1Y25"
"11045","Saturday",8,34,0,18,0,9,0,"NTNG","08:57:01","08:58:00",-59,"1Y09"
"11046","Monday",15,37,0,23,0,13,0,"NTNG","15:52:36","15:58:00",-324,"1Y37"
"11047","Wednesday",15,40,0.5,24,0.5,14,0,"NTNG","15:53:02","15:58:00",-298,"1Y37"
"11048","Friday",7,33,0,19,0,11,0,"NTNG","07:51:50","07:58:00",-370,"1Y05"
"11049","Sunday",14,22,0.75,15,0,6,0,"NTNG","14:59:12","14:58:00",72,"1Y33"
"11050","Saturday",13,37,0.5,25,0.5,13,0,"NTNG","13:56:15","13:58:00",-105,"1Y29"
"11051","Sunday",11,25,0,12,0.75,3,0,"NTNG","11:54:07","11:58:00",-233,"1Y21"
"11052","Thursday",8,41,0,20,0,13,0,"NTNG","08:56:41","08:58:00",-79,"1Y09"
"11053","Sunday",15,27,0.5,8,0,5,0.5,"NTNG","16:04:16","15:58:00",376,"1Y37"
"11054","Friday",11,39,0.5,22,0.75,14,0,"NTNG","11:53:00","11:58:00",-300,"1Y21"
"11055","Tuesday",10,40,0,16,0,13,0,"NTNG","10:55:17","10:58:00",-163,"1Y17"
"11056","Thursday",7,30,0,17,0,11,0,"NTNG","08:01:14","07:58:00",194,"1Y05"
"11057","Wednesday",13,40,0,23,0.5,14,0,"NTNG","13:55:31","13:58:00",-149,"1Y29"
"11058","Tuesday",17,44,0.5,24,0,16,0.5,"NTNG","17:57:33","17:58:00",-27,"1Y45"
"11059","Monday",11,39,0,20,0,13,0,"NTNG","11:55:11","11:58:00",-169,"1Y21"
"11060","Monday",11,41,0,21,0,15,0,"NTNG","11:56:26","11:58:00",-94,"1Y21"
"11061","Monday",17,41,0.5,23,0,15,0,"NTNG","17:58:51","17:58:00",51,"1Y45"
"11062","Monday",18,42,1,21,1,14,0,"NTNG","19:00:56","18:58:00",176,"1Y49"
"11063","Wednesday",9,43,0,19,0,12,0,"NTNG","09:54:34","09:58:00",-206,"1Y13"
"11064","Tuesday",11,43,0.5,21,0,14,0,"NTNG","11:57:06","11:58:00",-54,"1Y21"
"11065","Thursday",20,37,0,21,0.5,11,0,"NTNG","20:54:59","20:58:00",-181,"1Y57"
"11066","Saturday",10,36,0,23,2.5,13,0,"NTNG","10:58:30","10:58:00",30,"1Y17"
"11067","Friday",18,42,1,22,1.25,14,0,"NTNG","18:56:38","18:58:00",-82,"1Y49"
